index,Lever position (Lp),Ship speed (V) [knots],Gas Turbine shaft torque (GTT) [kN/m],Gas Turbine revolutions (GTn) [rpm],Gas Generator revolutions (GGn) [rpm],Starboard Propeller Torque (Ts) [kN/m],Port Propeller Torque (Tp) [kN/m],HP Turbine exit temperature (T48) [°C],Compressor inlet air temperature (T1) [°C],Compressor outlet air temperature (T2) [°C],HP Turbine exit pressure (P48) [bar],Compressor inlet air pressure (P1) [bar],Compressor outlet air pressure (P2) [bar],Exhaust gas pressure [bar],Turbine Injection Control (TIC) [%],Fuel flow (mf) [kg/s],Compressor decay coefficient,Turbine decay coefficient,Temp_ratio_T48_P48,Temp_ratio_T1_P1,Temp_ratio_T2_P2,Torque_diff,RPM_ratio_GTn_GGn,Fuel_per_RPM,Total_Prop_Torque,Power_Proxy_kW,Total_decay_score
7833,2.12,6.0,4841.75,1384.47,6838.93,33.54,33.54,533.74,288.0,564.06,1.27,1.0,6.82,1.02,4.69,0.17,0.98,0.99,420.27,288.0,82.71,0.0,0.2,0.0,67.08,701963.5,0.03
7834,3.13,9.0,9353.98,1442.95,7202.08,68.54,68.54,589.02,288.0,583.05,1.44,1.0,7.77,1.02,9.71,0.25,0.98,0.99,409.04,288.0,75.04,0.0,0.2,0.0,137.08,1413436.61,0.03
7835,4.15,12.0,14908.16,1619.51,7761.1,116.43,116.43,639.74,288.0,606.21,1.71,1.0,9.18,1.02,18.01,0.36,0.98,0.99,374.12,288.0,66.04,0.0,0.21,0.0,232.86,2528344.78,0.03
7836,5.16,15.0,22036.71,1926.18,8339.99,178.3,178.3,702.56,288.0,635.2,2.09,1.0,11.1,1.03,25.31,0.5,0.98,0.99,336.15,288.0,57.23,0.0,0.23,0.0,356.6,4445004.9,0.03
7837,6.15,18.0,30129.42,2303.05,8800.29,251.18,251.18,764.05,288.0,662.84,2.52,1.0,13.31,1.03,34.22,0.68,0.98,0.99,303.19,288.0,49.8,0.0,0.26,0.0,502.36,7266457.81,0.03
7838,7.18,21.0,39918.02,2690.77,9076.93,338.75,338.75,835.73,288.0,694.19,3.03,1.0,15.78,1.04,45.91,0.91,0.98,0.99,275.82,288.0,43.99,0.0,0.3,0.0,677.5,11247970.96,0.03
7839,8.22,24.0,54253.28,3108.65,9392.22,471.74,471.74,935.05,288.0,730.78,3.7,1.0,18.93,1.04,64.13,1.27,0.98,0.99,252.72,288.0,38.6,0.0,0.33,0.0,943.48,17661453.63,0.03
7840,6.21,18.0,41907.19,2681.62,8575.38,364.35,364.35,825.11,288.0,685.58,3.09,1.0,15.82,1.04,49.66,1.02,0.98,0.99,267.03,288.0,43.34,0.0,0.31,0.0,728.7,11768318.0,0.03
7841,4.18,12.0,26664.08,2117.41,7740.57,228.9,228.9,705.16,288.0,631.43,2.33,1.0,11.97,1.03,29.67,0.69,0.98,0.99,302.64,288.0,52.75,0.0,0.27,0.0,457.8,5912350.62,0.03
7842,2.12,6.0,5200.32,1392.86,6847.24,34.04,34.04,542.76,288.0,565.8,1.28,1.0,6.9,1.02,4.14,0.18,0.98,0.99,424.03,288.0,82.0,0.0,0.2,0.0,68.08,758518.46,0.03
7843,3.13,9.0,9453.73,1443.02,7204.43,68.57,68.57,590.92,288.0,583.31,1.45,1.0,7.78,1.02,9.68,0.26,0.98,0.99,407.53,288.0,74.98,0.0,0.2,0.0,137.14,1428578.68,0.03
7844,4.15,12.0,14908.26,1619.51,7762.9,116.44,116.44,638.87,288.0,606.05,1.71,1.0,9.17,1.02,17.97,0.36,0.98,0.99,373.61,288.0,66.09,0.0,0.21,0.0,232.88,2528361.74,0.03
7845,5.16,15.0,22036.83,1926.19,8341.29,178.31,178.31,701.59,288.0,635.02,2.09,1.0,11.08,1.03,25.25,0.5,0.98,0.99,335.69,288.0,57.31,0.0,0.23,0.0,356.62,4445052.18,0.03
7846,6.15,18.0,30129.37,2303.06,8801.1,251.15,251.15,763.04,288.0,662.65,2.52,1.0,13.3,1.03,34.15,0.68,0.98,0.99,302.79,288.0,49.82,0.0,0.26,0.0,502.3,7266477.3,0.03
7847,7.18,21.0,39917.93,2690.78,9077.58,338.73,338.73,834.69,288.0,694.0,3.03,1.0,15.76,1.04,45.82,0.91,0.98,0.99,275.48,288.0,44.04,0.0,0.3,0.0,677.46,11247987.4,0.03
7848,8.22,24.0,54253.63,3108.65,9392.82,471.78,471.78,934.08,288.0,730.62,3.7,1.0,18.9,1.04,64.04,1.27,0.98,0.99,252.45,288.0,38.66,0.0,0.33,0.0,943.56,17661567.57,0.03
7849,6.21,18.0,42240.22,2686.07,8579.86,364.7,364.7,834.12,288.0,687.13,3.11,1.0,15.88,1.04,49.49,1.03,0.98,0.99,268.21,288.0,43.27,0.0,0.31,0.0,729.4,11881523.08,0.03
7850,4.18,12.0,26942.25,2121.79,7745.71,229.23,229.23,712.77,288.0,632.74,2.34,1.0,12.01,1.03,29.53,0.7,0.98,0.99,304.6,288.0,52.68,0.0,0.27,0.0,458.46,5986388.22,0.03
7851,2.12,6.0,5477.99,1397.24,6852.93,34.3,34.3,550.4,288.0,567.11,1.29,1.0,6.95,1.02,4.02,0.19,0.98,0.99,426.67,288.0,81.6,0.0,0.2,0.0,68.6,801532.0,0.03
7852,3.13,9.0,9398.9,1442.96,7206.72,68.55,68.55,588.62,288.0,582.92,1.44,1.0,7.76,1.02,9.66,0.25,0.98,0.99,408.76,288.0,75.12,0.0,0.2,0.0,137.1,1420234.11,0.03
7853,4.15,12.0,14908.36,1619.51,7764.7,116.44,116.44,638.0,288.0,605.89,1.71,1.0,9.16,1.02,17.92,0.36,0.98,0.99,373.1,288.0,66.15,0.0,0.21,0.0,232.88,2528378.7,0.03
7854,5.16,15.0,22037.07,1926.19,8342.59,178.33,178.33,700.62,288.0,634.83,2.09,1.0,11.07,1.03,25.19,0.5,0.98,0.99,335.22,288.0,57.35,0.0,0.23,0.0,356.66,4445100.59,0.03
7855,6.15,18.0,30129.4,2303.06,8801.91,251.21,251.21,762.02,288.0,662.46,2.52,1.0,13.29,1.03,34.08,0.68,0.98,0.99,302.39,288.0,49.85,0.0,0.26,0.0,502.42,7266484.54,0.03
7856,7.18,21.0,39917.88,2690.78,9078.23,338.81,338.81,833.64,288.0,693.82,3.03,1.0,15.74,1.04,45.74,0.91,0.98,0.99,275.13,288.0,44.08,0.0,0.3,0.0,677.62,11247973.31,0.03
7857,8.22,24.0,54253.66,3108.65,9393.41,471.74,471.74,933.1,288.0,730.46,3.7,1.0,18.88,1.04,63.95,1.27,0.98,0.99,252.19,288.0,38.69,0.0,0.33,0.0,943.48,17661577.34,0.03
7858,6.21,18.0,42862.33,2685.08,8580.9,364.57,364.57,851.56,288.0,689.63,3.13,1.0,15.98,1.04,49.42,1.05,0.98,0.99,272.06,288.0,43.16,0.0,0.31,0.0,729.14,12052069.39,0.03
7859,4.18,12.0,27720.97,2120.63,7747.3,229.05,229.05,734.56,288.0,635.85,2.36,1.0,12.15,1.03,29.5,0.72,0.98,0.99,311.25,288.0,52.33,0.0,0.27,0.0,458.1,6156047.21,0.03
7860,2.12,6.0,6256.51,1396.08,6855.08,34.22,34.22,572.21,288.0,570.22,1.32,1.0,7.09,1.02,4.01,0.22,0.98,0.99,433.49,288.0,80.43,0.0,0.2,0.0,68.44,914683.97,0.03
7861,3.13,9.0,9555.53,1442.77,7208.92,68.53,68.53,592.07,288.0,583.36,1.45,1.0,7.78,1.02,9.63,0.26,0.98,0.99,408.32,288.0,74.98,0.0,0.2,0.0,137.06,1443711.78,0.03
7862,4.15,12.0,14908.46,1619.51,7766.49,116.45,116.45,637.14,288.0,605.73,1.71,1.0,9.15,1.02,17.88,0.35,0.98,0.99,372.6,288.0,66.2,0.0,0.21,0.0,232.9,2528395.66,0.03
7863,5.16,15.0,22037.33,1926.2,8343.89,178.33,178.33,699.66,288.0,634.65,2.08,1.0,11.06,1.03,25.14,0.5,0.98,0.99,336.38,288.0,57.38,0.0,0.23,0.0,356.66,4445176.11,0.03
7864,6.15,18.0,30129.49,2303.07,8802.72,251.19,251.19,761.01,288.0,662.27,2.52,1.0,13.27,1.03,34.01,0.67,0.98,0.99,301.99,288.0,49.91,0.0,0.26,0.0,502.38,7266537.79,0.03
7865,7.18,21.0,39917.89,2690.79,9078.89,338.75,338.75,832.6,288.0,693.63,3.02,1.0,15.72,1.04,45.66,0.9,0.98,0.99,275.7,288.0,44.12,0.0,0.3,0.0,677.5,11248017.93,0.03
7866,8.22,24.0,54253.78,3108.65,9394.0,471.73,471.73,932.14,288.0,730.3,3.7,1.0,18.86,1.04,63.85,1.26,0.98,0.99,251.93,288.0,38.72,0.0,0.33,0.0,943.46,17661616.4,0.03
7867,6.21,18.0,43593.85,2669.19,8572.37,363.64,363.64,873.81,288.0,691.84,3.14,1.0,16.07,1.04,53.56,1.08,0.98,0.99,278.28,288.0,43.05,0.0,0.31,0.0,727.28,12185218.82,0.03
7868,4.18,12.0,28547.31,2104.34,7739.19,228.08,228.08,759.56,288.0,638.43,2.38,1.0,12.26,1.03,33.66,0.76,0.98,0.99,319.14,288.0,52.07,0.0,0.27,0.0,456.16,6290855.64,0.03
7869,2.12,6.0,7082.59,1379.79,6847.53,33.22,33.22,597.24,288.0,572.79,1.34,1.0,7.21,1.02,8.2,0.25,0.98,0.99,445.7,288.0,79.44,0.0,0.2,0.0,66.44,1023372.43,0.03
7870,3.13,9.0,9650.39,1442.38,7210.98,68.45,68.45,593.93,288.0,583.57,1.45,1.0,7.79,1.02,9.61,0.26,0.98,0.99,409.61,288.0,74.91,0.0,0.2,0.0,136.9,1457649.72,0.03
7871,4.15,12.0,14908.64,1619.51,7768.3,116.46,116.46,636.28,288.0,605.57,1.71,1.0,9.14,1.02,17.84,0.35,0.98,0.99,372.09,288.0,66.25,0.0,0.21,0.0,232.92,2528426.19,0.03
7872,5.16,15.0,22037.77,1926.21,8345.19,178.34,178.34,698.7,288.0,634.47,2.08,1.0,11.05,1.03,25.08,0.5,0.98,0.99,335.91,288.0,57.42,0.0,0.23,0.0,356.68,4445287.94,0.03
7873,6.15,18.0,30129.73,2303.08,8803.54,251.18,251.18,760.01,288.0,662.08,2.52,1.0,13.26,1.03,33.94,0.67,0.98,0.99,301.59,288.0,49.93,0.0,0.26,0.0,502.36,7266627.23,0.03
7874,7.18,21.0,39918.0,2690.8,9079.54,338.75,338.75,831.56,288.0,693.45,3.02,1.0,15.71,1.04,45.57,0.9,0.98,0.99,275.35,288.0,44.14,0.0,0.3,0.0,677.5,11248090.73,0.03
7875,8.22,24.0,54253.79,3108.65,9394.59,471.77,471.77,931.17,288.0,730.14,3.69,1.0,18.84,1.04,63.76,1.26,0.98,0.99,252.35,288.0,38.75,0.0,0.33,0.0,943.54,17661619.66,0.03
7876,6.21,18.0,42540.56,2654.49,8563.24,362.88,362.88,849.04,288.0,687.59,3.11,1.0,15.86,1.04,59.64,1.05,0.98,0.99,273.0,288.0,43.35,0.0,0.31,0.0,725.76,11825320.34,0.03
7877,4.18,12.0,27497.44,2089.6,7730.72,227.3,227.3,734.93,288.0,634.2,2.35,1.0,12.06,1.03,39.78,0.73,0.98,0.99,312.74,288.0,52.59,0.0,0.27,0.0,454.6,6017055.82,0.03
7878,2.12,6.0,6032.56,1365.05,6839.61,32.39,32.39,572.64,288.0,568.57,1.31,1.0,7.02,1.02,14.34,0.23,0.98,0.99,437.13,288.0,80.99,0.0,0.2,0.0,64.78,862340.59,0.03
7879,3.13,9.0,9653.9,1442.34,7213.28,68.44,68.44,593.19,288.0,583.44,1.45,1.0,7.78,1.02,9.58,0.26,0.98,0.99,409.1,288.0,74.99,0.0,0.2,0.0,136.88,1458139.46,0.03
7880,4.15,12.0,14908.74,1619.51,7770.1,116.44,116.44,635.42,288.0,605.41,1.71,1.0,9.13,1.02,17.79,0.35,0.98,0.99,371.59,288.0,66.31,0.0,0.21,0.0,232.88,2528443.15,0.03
7881,5.16,15.0,22038.24,1926.23,8346.5,178.32,178.32,697.75,288.0,634.28,2.08,1.0,11.04,1.03,25.03,0.5,0.98,0.99,335.46,288.0,57.45,0.0,0.23,0.0,356.64,4445428.9,0.03
7882,6.15,18.0,30129.96,2303.1,8804.36,251.19,251.19,759.0,288.0,661.9,2.52,1.0,13.24,1.03,33.87,0.67,0.98,0.99,301.19,288.0,49.99,0.0,0.26,0.0,502.38,7266745.8,0.03
7883,7.18,21.0,39918.21,2690.82,9080.2,338.76,338.76,830.53,288.0,693.27,3.02,1.0,15.69,1.04,45.49,0.9,0.98,0.99,275.01,288.0,44.19,0.0,0.3,0.0,677.52,11248233.51,0.03
7884,8.22,24.0,54253.73,3108.65,9395.18,471.76,471.76,930.21,288.0,729.98,3.69,1.0,18.82,1.04,63.66,1.26,0.98,0.99,252.09,288.0,38.79,0.0,0.33,0.0,943.52,17661600.12,0.03
7885,6.21,18.0,41487.92,2659.78,8566.48,363.11,363.11,813.33,288.0,682.42,3.07,1.0,15.64,1.04,54.98,1.01,0.98,0.99,264.93,288.0,43.63,0.0,0.31,0.0,726.22,11555693.02,0.03
7886,4.18,12.0,26499.13,2094.55,7734.44,227.48,227.48,700.8,288.0,629.21,2.31,1.0,11.84,1.03,35.15,0.69,0.98,0.99,303.38,288.0,53.14,0.0,0.27,0.0,454.96,5812339.4,0.03
7887,2.12,6.0,5034.14,1369.99,6843.9,32.61,32.61,538.53,288.0,563.58,1.27,1.0,6.81,1.02,9.73,0.19,0.98,0.99,424.04,288.0,82.76,0.0,0.2,0.0,65.22,722222.98,0.03
7888,3.13,9.0,9708.23,1442.0,7215.4,68.39,68.39,593.87,288.0,583.47,1.45,1.0,7.78,1.02,9.56,0.26,0.98,0.99,409.57,288.0,75.0,0.0,0.2,0.0,136.78,1465999.88,0.03
7889,4.15,12.0,14908.8,1619.51,7771.89,116.46,116.46,634.56,288.0,605.25,1.71,1.0,9.13,1.02,17.75,0.35,0.98,0.99,371.09,288.0,66.29,0.0,0.21,0.0,232.92,2528453.32,0.03
7890,5.16,15.0,22038.84,1926.25,8347.82,178.35,178.35,696.8,288.0,634.1,2.08,1.0,11.03,1.03,24.97,0.49,0.98,0.99,335.0,288.0,57.49,0.0,0.23,0.0,356.7,4445596.09,0.03
7891,6.15,18.0,30130.41,2303.12,8805.19,251.19,251.19,758.0,288.0,661.71,2.52,1.0,13.23,1.03,33.81,0.67,0.98,0.99,300.79,288.0,50.02,0.0,0.26,0.0,502.38,7266917.44,0.03
7892,7.18,21.0,39918.63,2690.84,9080.87,338.77,338.77,829.5,288.0,693.09,3.02,1.0,15.67,1.04,45.41,0.9,0.98,0.99,274.67,288.0,44.23,0.0,0.3,0.0,677.54,11248435.46,0.03
7893,8.22,24.0,54253.79,3108.65,9395.77,471.7,471.7,929.24,288.0,729.82,3.69,1.0,18.8,1.04,63.57,1.26,0.98,0.99,251.83,288.0,38.82,0.0,0.33,0.0,943.4,17661619.66,0.03
7894,6.21,18.0,41431.21,2666.37,8571.95,363.44,363.44,806.99,288.0,681.9,3.07,1.0,15.6,1.04,51.07,1.0,0.98,0.99,262.86,288.0,43.71,0.0,0.31,0.0,726.88,11568489.3,0.03
7895,4.18,12.0,26515.3,2100.62,7740.28,227.69,227.69,696.65,288.0,628.99,2.31,1.0,11.83,1.03,31.38,0.68,0.98,0.99,301.58,288.0,53.17,0.0,0.27,0.0,455.38,5832740.56,0.03
7896,2.12,6.0,5050.17,1376.06,6850.3,32.88,32.88,534.41,288.0,563.36,1.27,1.0,6.8,1.02,5.98,0.18,0.98,0.99,420.8,288.0,82.85,0.0,0.2,0.0,65.76,727732.86,0.03
7897,3.13,9.0,9781.19,1441.48,7217.41,68.29,68.29,595.18,288.0,583.62,1.46,1.0,7.79,1.02,9.64,0.26,0.98,0.99,407.66,288.0,74.92,0.0,0.2,0.0,136.58,1476484.64,0.03
7898,4.15,12.0,14908.97,1619.51,7773.7,116.45,116.45,633.7,288.0,605.09,1.71,1.0,9.12,1.02,17.71,0.35,0.98,0.99,370.58,288.0,66.35,0.0,0.21,0.0,232.9,2528482.15,0.03
7899,5.16,15.0,22039.75,1926.28,8349.15,178.35,178.35,695.85,288.0,633.92,2.08,1.0,11.02,1.03,24.92,0.49,0.98,0.99,334.54,288.0,57.52,0.0,0.23,0.0,356.7,4445848.89,0.03
7900,6.15,18.0,30131.15,2303.15,8806.03,251.21,251.21,757.0,288.0,661.53,2.52,1.0,13.22,1.03,33.74,0.67,0.98,0.99,300.4,288.0,50.04,0.0,0.26,0.0,502.42,7267190.57,0.03
7901,7.18,21.0,39919.24,2690.87,9081.55,338.78,338.78,828.48,288.0,692.91,3.02,1.0,15.66,1.04,45.33,0.9,0.98,0.99,274.33,288.0,44.25,0.0,0.3,0.0,677.56,11248732.76,0.03
7902,8.22,24.0,54254.11,3108.65,9396.36,471.69,471.69,928.29,288.0,729.67,3.69,1.0,18.78,1.04,63.48,1.26,0.98,0.99,251.57,288.0,38.85,0.0,0.33,0.0,943.38,17661723.83,0.03
7903,6.21,18.0,41604.64,2674.43,8578.74,363.88,363.88,810.32,288.0,682.79,3.08,1.0,15.63,1.04,49.09,1.0,0.98,0.99,263.09,288.0,43.68,0.0,0.31,0.0,727.76,11652030.74,0.03
7904,4.18,12.0,26685.93,2108.69,7747.75,228.16,228.16,699.97,288.0,629.88,2.32,1.0,11.86,1.03,29.41,0.68,0.98,0.99,301.71,288.0,53.11,0.0,0.27,0.0,456.32,5892827.1,0.03
7905,2.12,6.0,5220.3,1384.13,6858.34,33.34,33.34,537.75,288.0,564.25,1.28,1.0,6.84,1.02,4.04,0.18,0.98,1.0,420.12,288.0,82.49,0.0,0.2,0.0,66.68,756660.32,0.02
7906,3.13,9.0,9778.42,1441.48,7219.73,68.29,68.29,594.28,288.0,583.46,1.46,1.0,7.78,1.02,9.59,0.26,0.98,1.0,407.04,288.0,74.99,0.0,0.2,0.0,136.58,1476066.51,0.02
7907,4.15,12.0,14909.04,1619.51,7775.5,116.45,116.45,632.85,288.0,604.93,1.71,1.0,9.11,1.02,17.66,0.35,0.98,1.0,370.09,288.0,66.4,0.0,0.21,0.0,232.9,2528494.03,0.02
7908,5.16,15.0,22041.03,1926.32,8350.5,178.35,178.35,694.9,288.0,633.74,2.08,1.0,11.01,1.03,24.86,0.49,0.98,1.0,334.09,288.0,57.56,0.0,0.23,0.0,356.7,4446199.42,0.02
7909,6.15,18.0,30132.25,2303.19,8806.89,251.18,251.18,756.01,288.0,661.35,2.52,1.0,13.2,1.03,33.67,0.67,0.98,1.0,300.0,288.0,50.1,0.0,0.26,0.0,502.36,7267582.09,0.02
7910,7.18,21.0,39920.34,2690.9,9082.25,338.8,338.8,827.45,288.0,692.73,3.02,1.0,15.64,1.04,45.25,0.9,0.98,1.0,273.99,288.0,44.29,0.0,0.3,0.0,677.6,11249168.14,0.02
7911,8.22,24.0,54254.21,3108.65,9396.94,471.79,471.79,927.33,288.0,729.51,3.69,1.0,18.76,1.04,63.39,1.25,0.98,1.0,251.31,288.0,38.89,0.0,0.33,0.0,943.58,17661756.38,0.02
7912,6.21,18.0,41846.25,2681.51,8584.97,364.41,364.41,816.4,288.0,684.03,3.09,1.0,15.67,1.04,49.02,1.01,0.98,1.0,264.21,288.0,43.65,0.0,0.31,0.0,728.82,11750722.88,0.02
7913,4.18,12.0,27063.27,2114.11,7753.66,228.33,228.33,710.31,288.0,631.57,2.33,1.0,11.92,1.03,30.52,0.7,0.98,1.0,304.85,288.0,52.98,0.0,0.27,0.0,456.66,5991512.49,0.02
7914,2.12,6.0,5597.44,1389.56,6864.81,33.45,33.45,548.11,288.0,565.94,1.29,1.0,6.91,1.02,5.17,0.19,0.98,1.0,424.89,288.0,81.9,0.0,0.2,0.0,66.9,814508.03,0.02
7915,3.13,9.0,9914.21,1439.83,7221.05,67.98,67.98,597.66,288.0,583.76,1.46,1.0,7.8,1.02,10.71,0.27,0.98,1.0,409.36,288.0,74.84,0.0,0.2,0.0,135.96,1494851.15,0.02
7916,4.15,12.0,14909.19,1619.51,7777.31,116.46,116.46,632.0,288.0,604.77,1.71,1.0,9.1,1.02,17.62,0.35,0.98,1.0,369.59,288.0,66.46,0.0,0.21,0.0,232.92,2528519.47,0.02
7917,5.16,15.0,22043.35,1926.37,8351.89,178.41,178.41,693.97,288.0,633.56,2.08,1.0,11.0,1.03,24.81,0.49,0.98,1.0,333.64,288.0,57.6,0.0,0.23,0.0,356.82,4446782.83,0.02
7918,6.15,18.0,30134.37,2303.24,8807.78,251.25,251.25,755.03,288.0,661.17,2.52,1.0,13.19,1.03,33.6,0.67,0.98,1.0,299.62,288.0,50.13,0.0,0.26,0.0,502.5,7268251.2,0.02
7919,7.18,21.0,39922.34,2690.96,9082.98,338.85,338.85,826.44,288.0,692.56,3.02,1.0,15.62,1.04,45.17,0.89,0.98,1.0,273.66,288.0,44.34,0.0,0.3,0.0,677.7,11249982.56,0.02
7920,8.22,24.0,54253.97,3108.66,9397.52,471.81,471.81,926.38,288.0,729.35,3.69,1.0,18.73,1.04,63.29,1.25,0.98,1.0,251.05,288.0,38.94,0.0,0.33,0.0,943.62,17661735.07,0.02
7921,6.21,18.0,42197.11,2686.61,8589.92,364.74,364.74,825.92,288.0,685.73,3.1,1.0,15.73,1.04,48.96,1.02,0.98,1.0,266.43,288.0,43.59,0.0,0.31,0.0,729.48,11871783.09,0.02
7922,4.18,12.0,27414.88,2119.11,7759.23,228.64,228.64,719.95,288.0,633.28,2.35,1.0,11.99,1.03,30.48,0.71,0.98,1.0,306.36,288.0,52.82,0.0,0.27,0.0,457.28,6083709.5,0.02
7923,2.12,6.0,5949.11,1394.55,6870.96,33.74,33.74,557.78,288.0,567.65,1.31,1.0,6.98,1.02,5.15,0.21,0.98,1.0,425.79,288.0,81.33,0.0,0.2,0.0,67.48,868789.79,0.02
7924,3.13,9.0,9915.0,1439.72,7223.32,67.97,67.97,596.9,288.0,583.62,1.46,1.0,7.79,1.02,10.68,0.27,0.98,1.0,408.84,288.0,74.92,0.0,0.2,0.0,135.94,1494856.05,0.02
7925,4.15,12.0,14909.29,1619.52,7779.11,116.46,116.46,631.15,288.0,604.61,1.71,1.0,9.09,1.02,17.58,0.35,0.98,1.0,369.09,288.0,66.51,0.0,0.21,0.0,232.92,2528552.04,0.02
7926,5.16,15.0,22046.78,1926.43,8353.27,178.41,178.41,693.05,288.0,633.39,2.08,1.0,10.99,1.03,24.76,0.49,0.98,1.0,333.2,288.0,57.63,0.0,0.23,0.0,356.82,4447613.29,0.02
7927,6.15,18.0,30137.62,2303.3,8808.67,251.23,251.23,754.07,288.0,660.99,2.52,1.0,13.18,1.03,33.54,0.66,0.98,1.0,299.23,288.0,50.15,0.0,0.26,0.0,502.46,7269224.44,0.02
7928,7.18,21.0,39925.53,2691.01,9083.7,338.83,338.83,825.45,288.0,692.39,3.02,1.0,15.61,1.04,45.09,0.89,0.98,1.0,273.33,288.0,44.36,0.0,0.3,0.0,677.66,11251090.54,0.02
7929,8.22,24.0,54254.22,3108.66,9398.1,471.73,471.73,925.43,288.0,729.2,3.69,1.0,18.71,1.04,63.2,1.25,0.98,1.0,250.79,288.0,38.97,0.0,0.33,0.0,943.46,17661816.45,0.02
7930,6.21,18.0,42557.55,2687.33,8591.95,364.73,364.73,835.58,288.0,687.22,3.11,1.0,15.78,1.04,48.89,1.03,0.98,1.0,268.68,288.0,43.55,0.0,0.31,0.0,729.46,11976398.45,0.02
7931,4.18,12.0,27845.2,2118.09,7760.88,228.31,228.31,732.04,288.0,634.97,2.36,1.0,12.06,1.03,31.54,0.72,0.98,1.0,310.19,288.0,52.65,0.0,0.27,0.0,456.62,6176228.7,0.02
7932,2.12,6.0,6379.05,1393.54,6873.17,33.47,33.47,569.9,288.0,569.34,1.32,1.0,7.05,1.02,6.24,0.22,0.98,1.0,431.74,288.0,80.76,0.0,0.2,0.0,66.94,930902.21,0.02
7933,3.13,9.0,9984.89,1437.99,7224.58,67.64,67.64,598.46,288.0,583.67,1.46,1.0,7.79,1.02,11.75,0.27,0.98,1.0,409.9,288.0,74.93,0.0,0.2,0.0,135.28,1503584.25,0.02
7934,4.15,12.0,14909.44,1619.52,7780.92,116.45,116.45,630.3,288.0,604.46,1.71,1.0,9.08,1.02,17.53,0.35,0.98,1.0,368.6,288.0,66.57,0.0,0.21,0.0,232.9,2528577.48,0.02
7935,5.16,15.0,22047.04,1926.42,8354.57,178.41,178.41,692.11,288.0,633.21,2.08,1.0,10.98,1.03,24.7,0.49,0.98,1.0,332.75,288.0,57.67,0.0,0.23,0.0,356.82,4447642.65,0.02
7936,6.15,18.0,30137.69,2303.3,8809.48,251.25,251.25,753.08,288.0,660.81,2.52,1.0,13.16,1.03,33.47,0.66,0.98,1.0,298.84,288.0,50.21,0.0,0.26,0.0,502.5,7269241.33,0.02
7937,7.18,21.0,39925.48,2691.01,9084.35,338.86,338.86,824.44,288.0,692.21,3.02,1.0,15.59,1.04,45.01,0.89,0.98,1.0,272.99,288.0,44.4,0.0,0.3,0.0,677.72,11251076.45,0.02
7938,8.22,24.0,54254.35,3108.65,9398.68,471.74,471.74,924.49,288.0,729.04,3.69,1.0,18.69,1.04,63.11,1.25,0.98,1.0,250.54,288.0,39.01,0.0,0.33,0.0,943.48,17661801.96,0.02
7939,6.21,18.0,42902.64,2685.33,8592.11,364.61,364.61,844.59,288.0,688.47,3.12,1.0,15.82,1.04,48.83,1.04,0.98,1.0,270.7,288.0,43.52,0.0,0.31,0.0,729.22,12064526.98,0.02
7940,4.18,12.0,28155.38,2116.95,7762.25,228.35,228.35,739.95,288.0,636.13,2.37,1.0,12.1,1.03,30.94,0.73,0.98,1.0,312.22,288.0,52.57,0.0,0.27,0.0,456.7,6241667.24,0.02
7941,2.12,6.0,6688.95,1392.4,6875.12,33.51,33.51,577.82,288.0,570.5,1.33,1.0,7.1,1.02,5.67,0.23,0.98,1.0,434.45,288.0,80.35,0.0,0.2,0.0,67.02,975327.75,0.02
7942,3.13,9.0,9950.04,1438.85,7227.44,67.8,67.8,596.47,288.0,583.42,1.46,1.0,7.78,1.02,11.16,0.27,0.98,1.0,408.54,288.0,74.99,0.0,0.2,0.0,135.6,1499232.42,0.02
7943,4.15,12.0,14909.58,1619.52,7782.73,116.46,116.46,629.45,288.0,604.3,1.71,1.0,9.07,1.02,17.49,0.35,0.98,1.0,368.1,288.0,66.63,0.0,0.21,0.0,232.92,2528601.22,0.02
7944,5.16,15.0,22047.26,1926.42,8355.88,178.42,178.42,691.17,288.0,633.03,2.08,1.0,10.96,1.03,24.65,0.49,0.98,1.0,332.29,288.0,57.76,0.0,0.23,0.0,356.84,4447687.03,0.02
7945,6.15,18.0,30137.74,2303.29,8810.29,251.23,251.23,752.09,288.0,660.62,2.52,1.0,13.15,1.03,33.41,0.66,0.98,1.0,298.45,288.0,50.24,0.0,0.26,0.0,502.46,7269221.83,0.02
7946,7.18,21.0,39925.46,2691.0,9085.0,338.79,338.79,823.42,288.0,692.03,3.02,1.0,15.57,1.04,44.93,0.89,0.98,1.0,272.66,288.0,44.45,0.0,0.3,0.0,677.58,11251029.0,0.02
7947,8.22,24.0,54254.17,3108.66,9399.25,471.68,471.68,923.54,288.0,728.89,3.69,1.0,18.67,1.04,63.02,1.25,0.98,1.0,250.28,288.0,39.04,0.0,0.33,0.0,943.36,17661800.18,0.02
7948,6.21,18.0,43393.46,2678.94,8589.57,364.2,364.2,857.28,288.0,690.02,3.14,1.0,15.88,1.04,48.76,1.05,0.98,1.0,273.02,288.0,43.45,0.0,0.31,0.0,728.4,12173511.91,0.02
7949,4.18,12.0,28694.59,2108.93,7759.41,227.68,227.68,754.44,288.0,637.81,2.38,1.0,12.17,1.03,31.9,0.75,0.98,1.0,316.99,288.0,52.41,0.0,0.27,0.0,455.36,6337103.59,0.02
