id,lp,v,gtt,gtn,ggn,ts,tp,t48,t1,t2,p48,p1,p2,pexh,tic,mf,decay_coeff_comp,decay_coeff_turbine,temp_ratio_t48_p48,temp_ratio_t1_p1,temp_ratio_t2_p2,torque_diff,rpm_ratio_gtn_ggn,fuel_per_rpm,total_prop_torque,power_proxy_kw,total_decay_score
6812,6.16,18.0,30694.47,2306.66,8733.78,256.11,256.11,779.93,288.0,667.0,2.55,1.0,13.53,1.03,35.96,0.71,0.98,0.98,305.85,288.0,49.3,0.0,0.26,0.0,512.22,7414337.33,0.04
6813,7.18,21.0,41432.6,2700.79,9085.9,353.9,353.9,857.86,288.0,698.9,3.09,1.0,16.17,1.04,49.07,0.97,0.98,0.98,277.62,288.0,43.22,0.0,0.3,0.0,707.8,11718219.32,0.04
6814,7.2,21.0,45779.05,2823.76,9008.49,391.42,391.42,891.28,288.0,708.17,3.29,1.0,17.09,1.04,55.23,1.1,0.98,0.98,270.91,288.0,41.44,0.0,0.31,0.0,782.84,13537023.28,0.04
6815,6.2,18.0,41541.62,2627.42,8557.4,354.22,354.22,853.58,288.0,687.8,3.06,1.0,15.84,1.04,51.02,1.04,0.98,0.98,278.95,288.0,43.42,0.0,0.31,0.0,708.44,11429876.77,0.04
6816,4.17,12.0,25372.74,2050.28,7701.91,207.77,207.77,728.25,288.0,633.31,2.26,1.0,11.82,1.03,32.04,0.68,0.98,0.98,322.23,288.0,53.58,0.0,0.27,0.0,415.54,5447649.56,0.04
6817,3.14,9.0,13893.64,1638.6,7242.85,108.97,108.97,629.59,288.0,596.26,1.69,1.0,8.98,1.02,17.88,0.4,0.98,0.98,372.54,288.0,66.4,0.0,0.23,0.0,217.94,2384062.35,0.04
6818,3.13,9.0,9794.49,1477.86,7253.58,72.06,72.06,600.87,288.0,587.09,1.48,1.0,8.01,1.02,12.63,0.28,0.98,0.98,405.99,288.0,73.29,0.0,0.2,0.0,144.12,1515806.41,0.04
6819,4.15,12.0,15225.27,1660.87,7757.39,120.72,120.72,647.93,288.0,609.62,1.74,1.0,9.39,1.02,18.48,0.37,0.98,0.98,372.37,288.0,64.92,0.0,0.21,0.0,241.44,2648068.78,0.04
6820,5.15,15.0,22357.88,1949.58,8294.12,181.97,181.97,712.82,288.0,637.33,2.11,1.0,11.29,1.03,26.45,0.52,0.98,0.98,337.83,288.0,56.45,0.0,0.24,0.0,363.94,4564574.5,0.04
6821,6.16,18.0,30694.49,2306.66,8734.7,256.07,256.07,778.89,288.0,666.81,2.55,1.0,13.51,1.03,35.89,0.71,0.98,0.98,305.45,288.0,49.36,0.0,0.26,0.0,512.14,7414342.16,0.04
6822,7.18,21.0,41432.81,2700.8,9086.59,353.86,353.86,856.83,288.0,698.72,3.09,1.0,16.15,1.04,48.98,0.97,0.98,0.98,277.29,288.0,43.26,0.0,0.3,0.0,707.72,11718322.1,0.04
6823,7.2,21.0,45713.29,2821.11,9007.54,391.25,391.25,889.3,288.0,707.71,3.29,1.0,17.06,1.04,56.5,1.1,0.98,0.98,270.3,288.0,41.48,0.0,0.31,0.0,782.5,13504892.05,0.04
6824,6.2,18.0,41408.89,2622.08,8555.06,353.9,353.9,850.69,288.0,687.06,3.06,1.0,15.8,1.04,53.66,1.04,0.98,0.98,278.0,288.0,43.48,0.0,0.31,0.0,707.8,11370201.07,0.04
6825,4.17,12.0,25172.67,2042.25,7698.37,207.3,207.3,724.44,288.0,632.28,2.25,1.0,11.77,1.03,36.09,0.68,0.98,0.98,321.97,288.0,53.72,0.0,0.27,0.0,414.6,5383525.88,0.04
6826,3.14,9.0,13758.74,1633.2,7241.45,108.66,108.66,626.78,288.0,595.52,1.68,1.0,8.95,1.02,20.61,0.4,0.98,0.98,373.08,288.0,66.54,0.0,0.23,0.0,217.32,2353133.97,0.04
6827,3.13,9.0,9726.59,1475.15,7253.95,71.9,71.9,599.03,288.0,586.64,1.47,1.0,7.99,1.02,13.99,0.28,0.98,0.98,407.5,288.0,73.42,0.0,0.2,0.0,143.8,1502537.82,0.04
6828,4.15,12.0,15224.55,1660.84,7759.17,120.71,120.71,647.01,288.0,609.45,1.74,1.0,9.38,1.02,18.45,0.37,0.98,0.98,371.84,288.0,64.97,0.0,0.21,0.0,241.42,2647895.73,0.04
6829,5.15,15.0,22357.98,1949.58,8295.41,181.96,181.96,711.85,288.0,637.15,2.11,1.0,11.28,1.03,26.39,0.52,0.98,0.98,337.37,288.0,56.48,0.0,0.24,0.0,363.92,4564594.92,0.04
6830,6.16,18.0,30694.54,2306.66,8735.62,256.06,256.06,777.85,288.0,666.62,2.55,1.0,13.5,1.03,35.82,0.71,0.98,0.98,305.04,288.0,49.38,0.0,0.26,0.0,512.12,7414354.24,0.04
6831,7.18,21.0,41432.94,2700.8,9087.29,353.86,353.86,855.78,288.0,698.53,3.09,1.0,16.13,1.04,48.9,0.97,0.98,0.98,276.95,288.0,43.31,0.0,0.3,0.0,707.72,11718358.87,0.04
6832,7.2,21.0,45580.22,2819.83,9007.39,391.17,391.17,884.95,288.0,707.0,3.28,1.0,17.02,1.04,56.87,1.09,0.98,0.98,269.8,288.0,41.54,0.0,0.31,0.0,782.34,13459470.09,0.04
6833,6.2,18.0,41154.15,2619.75,8554.51,353.8,353.8,843.35,288.0,685.89,3.05,1.0,15.73,1.04,54.41,1.03,0.98,0.98,276.51,288.0,43.6,0.0,0.31,0.0,707.6,11290212.16,0.04
6834,4.17,12.0,24796.03,2038.86,7697.62,207.17,207.17,714.1,288.0,630.65,2.24,1.0,11.69,1.03,37.22,0.66,0.98,0.98,318.79,288.0,53.95,0.0,0.26,0.0,414.34,5294173.58,0.04
6835,3.14,9.0,13526.97,1631.34,7242.2,108.64,108.64,620.11,288.0,594.49,1.67,1.0,8.9,1.02,21.22,0.39,0.98,0.98,371.32,288.0,66.8,0.0,0.23,0.0,217.28,2310859.97,0.04
6836,3.13,9.0,9616.49,1474.34,7255.48,71.92,71.92,595.4,288.0,586.08,1.47,1.0,7.96,1.02,14.23,0.27,0.98,0.98,405.03,288.0,73.63,0.0,0.2,0.0,143.84,1484714.16,0.04
6837,4.15,12.0,15236.22,1661.08,7761.13,120.76,120.76,646.4,288.0,609.34,1.74,1.0,9.37,1.02,18.32,0.37,0.98,0.98,371.49,288.0,65.03,0.0,0.21,0.0,241.52,2650308.33,0.04
6838,5.15,15.0,22357.93,1949.58,8296.71,181.98,181.98,710.87,288.0,636.96,2.11,1.0,11.27,1.03,26.33,0.52,0.98,0.98,336.91,288.0,56.52,0.0,0.23,0.0,363.96,4564584.71,0.04
6839,6.16,18.0,30694.49,2306.66,8736.53,256.09,256.09,776.82,288.0,666.43,2.55,1.0,13.48,1.03,35.75,0.71,0.98,0.98,304.64,288.0,49.44,0.0,0.26,0.0,512.18,7414342.16,0.04
6840,7.18,21.0,41432.87,2700.81,9087.97,353.88,353.88,854.75,288.0,698.35,3.09,1.0,16.11,1.04,48.82,0.97,0.98,0.98,276.62,288.0,43.35,0.0,0.3,0.0,707.76,11718382.46,0.04
6841,7.2,21.0,45431.76,2819.53,9007.83,391.16,391.16,879.64,288.0,706.18,3.28,1.0,16.97,1.04,56.69,1.09,0.98,0.98,268.18,288.0,41.61,0.0,0.31,0.0,782.32,13414203.77,0.04
6842,6.2,18.0,40881.87,2619.57,8555.27,353.84,353.84,834.48,288.0,684.55,3.04,1.0,15.67,1.04,53.94,1.02,0.98,0.98,274.5,288.0,43.69,0.0,0.31,0.0,707.68,11214744.38,0.04
6843,4.17,12.0,24399.96,2038.81,7698.89,207.27,207.27,701.65,288.0,628.78,2.23,1.0,11.6,1.03,36.46,0.65,0.98,0.98,314.64,288.0,54.21,0.0,0.26,0.0,414.54,5209481.35,0.04
6844,3.14,9.0,13304.07,1632.03,7244.51,108.85,108.85,612.67,288.0,593.39,1.67,1.0,8.85,1.02,20.34,0.38,0.98,0.98,366.87,288.0,67.05,0.0,0.23,0.0,217.7,2273742.49,0.04
6845,3.13,9.0,9517.48,1474.9,7257.86,72.06,72.06,591.59,288.0,585.51,1.47,1.0,7.93,1.02,13.67,0.26,0.98,0.98,402.44,288.0,73.83,0.0,0.2,0.0,144.12,1469985.89,0.04
6846,4.15,12.0,15261.08,1661.52,7763.23,120.84,120.84,646.16,288.0,609.29,1.74,1.0,9.37,1.02,18.06,0.37,0.98,0.98,371.36,288.0,65.03,0.0,0.21,0.0,241.68,2655335.86,0.04
6847,5.15,15.0,22358.06,1949.58,8298.01,181.97,181.97,709.9,288.0,636.78,2.11,1.0,11.26,1.03,26.28,0.52,0.98,0.98,336.45,288.0,56.55,0.0,0.23,0.0,363.94,4564611.25,0.04
6848,6.16,18.0,30694.53,2306.66,8737.45,256.08,256.08,775.78,288.0,666.24,2.55,1.0,13.47,1.03,35.68,0.71,0.98,0.98,304.23,288.0,49.46,0.0,0.26,0.0,512.16,7414351.83,0.04
6849,7.18,21.0,41432.91,2700.81,9088.66,353.89,353.89,853.71,288.0,698.17,3.09,1.0,16.1,1.04,48.73,0.97,0.98,0.98,276.28,288.0,43.36,0.0,0.3,0.0,707.78,11718393.77,0.04
6850,7.2,21.0,45304.28,2820.24,9008.94,391.25,391.25,874.22,288.0,705.37,3.27,1.0,16.93,1.04,56.01,1.08,0.98,0.98,267.35,288.0,41.66,0.0,0.31,0.0,782.5,13379932.38,0.04
6851,6.2,18.0,40640.14,2621.17,8557.2,354.01,354.01,825.1,288.0,683.17,3.03,1.0,15.6,1.04,52.61,1.0,0.98,0.98,272.31,288.0,43.79,0.0,0.31,0.0,708.02,11155242.15,0.04
6852,4.17,12.0,24043.8,2041.3,7701.84,207.5,207.5,688.29,288.0,626.82,2.21,1.0,11.51,1.03,34.5,0.63,0.98,0.98,311.44,288.0,54.46,0.0,0.27,0.0,415.0,5139709.35,0.04
6853,3.14,9.0,13088.79,1633.99,7247.68,109.04,109.04,604.15,288.0,592.13,1.66,1.0,8.79,1.02,18.94,0.36,0.98,0.98,363.95,288.0,67.36,0.0,0.23,0.0,218.08,2239636.37,0.04
6854,3.13,9.0,9416.49,1475.98,7260.58,72.17,72.17,587.09,288.0,584.83,1.46,1.0,7.9,1.02,12.92,0.26,0.98,0.98,402.12,288.0,74.03,0.0,0.2,0.0,144.34,1455452.85,0.04
6855,4.15,12.0,15274.47,1661.7,7765.15,120.88,120.88,645.65,288.0,609.18,1.74,1.0,9.36,1.02,17.96,0.37,0.98,0.98,371.06,288.0,65.08,0.0,0.21,0.0,241.76,2657953.55,0.04
6856,5.15,15.0,22358.08,1949.58,8299.31,181.99,181.99,708.94,288.0,636.6,2.11,1.0,11.25,1.03,26.22,0.52,0.98,0.98,335.99,288.0,56.59,0.0,0.23,0.0,363.98,4564615.33,0.04
6857,6.16,18.0,30694.52,2306.66,8738.36,256.09,256.09,774.76,288.0,666.05,2.55,1.0,13.46,1.03,35.61,0.71,0.98,0.98,303.83,288.0,49.48,0.0,0.26,0.0,512.18,7414349.41,0.04
6858,7.18,21.0,41432.91,2700.82,9089.35,353.91,353.91,852.68,288.0,697.99,3.08,1.0,16.08,1.04,48.65,0.96,0.98,0.98,276.84,288.0,43.41,0.0,0.3,0.0,707.82,11718437.16,0.04
6859,7.2,21.0,45247.04,2821.49,9010.49,391.33,391.33,870.63,288.0,704.9,3.27,1.0,16.89,1.04,55.07,1.08,0.98,0.98,266.25,288.0,41.73,0.0,0.31,0.0,782.66,13368950.24,0.04
6860,6.2,18.0,40547.49,2623.96,8560.09,354.24,354.24,819.62,288.0,682.5,3.02,1.0,15.56,1.04,50.82,1.0,0.98,0.98,271.4,288.0,43.86,0.0,0.31,0.0,708.48,11141657.49,0.04
6861,4.17,12.0,23915.69,2045.62,7706.26,207.84,207.84,680.91,288.0,625.95,2.21,1.0,11.47,1.03,31.88,0.63,0.98,0.98,308.1,288.0,54.57,0.0,0.27,0.0,415.68,5123143.19,0.04
6862,3.14,9.0,13039.86,1637.36,7251.92,109.36,109.36,600.02,288.0,591.67,1.66,1.0,8.77,1.02,17.19,0.36,0.98,0.98,361.46,288.0,67.47,0.0,0.23,0.0,218.72,2235865.75,0.04
6863,3.13,9.0,9403.01,1477.81,7263.87,72.35,72.35,584.92,288.0,584.56,1.46,1.0,7.89,1.02,12.03,0.26,0.98,0.98,400.63,288.0,74.09,0.0,0.2,0.0,144.7,1455171.29,0.04
6864,4.15,12.0,15296.47,1662.0,7767.14,120.93,120.93,645.38,288.0,609.12,1.74,1.0,9.36,1.02,17.91,0.37,0.98,0.98,370.91,288.0,65.08,0.0,0.21,0.0,241.86,2662262.39,0.04
6865,5.15,15.0,22358.15,1949.58,8300.61,181.96,181.96,707.97,288.0,636.42,2.11,1.0,11.24,1.03,26.16,0.52,0.98,0.98,335.53,288.0,56.62,0.0,0.23,0.0,363.92,4564629.62,0.04
6866,6.16,18.0,30694.53,2306.67,8739.28,256.07,256.07,773.73,288.0,665.86,2.55,1.0,13.44,1.03,35.53,0.71,0.98,0.98,303.42,288.0,49.54,0.0,0.26,0.0,512.14,7414383.97,0.04
6867,7.18,21.0,41432.99,2700.82,9090.04,353.86,353.86,851.65,288.0,697.8,3.08,1.0,16.06,1.04,48.56,0.96,0.98,0.98,276.51,288.0,43.45,0.0,0.3,0.0,707.72,11718459.79,0.04
6868,7.2,21.0,45249.37,2823.27,9012.47,391.38,391.38,869.02,288.0,704.74,3.27,1.0,16.87,1.04,53.96,1.07,0.98,0.98,265.76,288.0,41.77,0.0,0.31,0.0,782.76,13378073.21,0.04
6869,6.2,18.0,40552.42,2627.5,8563.63,354.35,354.35,817.47,288.0,682.37,3.02,1.0,15.54,1.04,48.72,0.99,0.98,0.98,270.69,288.0,43.91,0.0,0.31,0.0,708.7,11158045.26,0.04
6870,4.17,12.0,23922.92,2050.91,7711.56,208.07,208.07,678.2,288.0,625.84,2.21,1.0,11.46,1.03,28.79,0.62,0.98,0.98,306.88,288.0,54.61,0.0,0.27,0.0,416.14,5137944.5,0.04
6871,3.14,9.0,13045.23,1640.87,7256.43,109.52,109.52,597.99,288.0,591.55,1.66,1.0,8.76,1.02,15.13,0.36,0.98,0.98,360.23,288.0,67.53,0.0,0.23,0.0,219.04,2241581.5,0.04
6872,3.13,9.0,9405.84,1479.56,7267.2,72.45,72.45,583.48,288.0,584.42,1.46,1.0,7.89,1.02,10.99,0.25,0.98,0.98,399.64,288.0,74.07,0.0,0.2,0.0,144.9,1457332.96,0.04
6873,4.15,12.0,15296.93,1661.99,7768.94,120.93,120.93,644.5,288.0,608.95,1.74,1.0,9.34,1.02,17.87,0.37,0.98,0.98,370.4,288.0,65.2,0.0,0.21,0.0,241.86,2662326.43,0.04
6874,5.15,15.0,22358.21,1949.59,8301.91,181.97,181.97,707.01,288.0,636.24,2.11,1.0,11.22,1.03,26.11,0.52,0.98,0.98,335.08,288.0,56.71,0.0,0.23,0.0,363.94,4564665.29,0.04
6875,6.16,18.0,30694.56,2306.68,8740.2,256.07,256.07,772.71,288.0,665.67,2.55,1.0,13.43,1.03,35.47,0.7,0.98,0.98,303.02,288.0,49.57,0.0,0.26,0.0,512.14,7414423.36,0.04
6876,7.18,21.0,41433.04,2700.83,9090.73,353.9,353.9,850.63,288.0,697.62,3.08,1.0,16.04,1.04,48.48,0.96,0.98,0.98,276.18,288.0,43.49,0.0,0.3,0.0,707.8,11718517.32,0.04
6877,7.2,21.0,45292.51,2825.47,9014.8,391.58,391.58,869.11,288.0,704.83,3.27,1.0,16.86,1.04,53.73,1.07,0.98,0.98,265.78,288.0,41.8,0.0,0.31,0.0,783.16,13401262.29,0.04
6878,6.2,18.0,40661.58,2632.14,8568.04,354.76,354.76,819.37,288.0,682.83,3.03,1.0,15.55,1.04,48.34,0.99,0.98,0.98,270.42,288.0,43.91,0.0,0.31,0.0,709.52,11207838.21,0.04
6879,4.17,12.0,24097.94,2058.01,7718.25,208.63,208.63,681.9,288.0,626.67,2.22,1.0,11.48,1.03,28.28,0.62,0.98,0.98,307.16,288.0,54.59,0.0,0.27,0.0,417.26,5193450.75,0.04
6880,3.14,9.0,13200.18,1646.03,7262.16,109.96,109.96,601.3,288.0,592.23,1.66,1.0,8.79,1.02,14.79,0.36,0.98,0.98,362.23,288.0,67.38,0.0,0.23,0.0,219.92,2275339.56,0.04
6881,3.13,9.0,9494.83,1482.27,7271.23,72.68,72.68,585.05,288.0,584.74,1.47,1.0,7.9,1.02,10.8,0.26,0.98,0.98,397.99,288.0,74.02,0.0,0.2,0.0,145.36,1473815.54,0.04
6882,4.15,12.0,15320.1,1662.25,7770.92,120.99,120.99,644.27,288.0,608.88,1.74,1.0,9.34,1.02,17.83,0.37,0.98,0.98,370.27,288.0,65.19,0.0,0.21,0.0,241.98,2666776.13,0.04
6883,5.15,15.0,22358.41,1949.59,8303.21,181.98,181.98,706.05,288.0,636.06,2.1,1.0,11.21,1.03,26.05,0.52,0.98,0.98,336.21,288.0,56.74,0.0,0.23,0.0,363.96,4564706.12,0.04
6884,6.16,18.0,30694.7,2306.68,8741.12,256.08,256.08,771.69,288.0,665.48,2.54,1.0,13.41,1.03,35.4,0.7,0.98,0.98,303.81,288.0,49.63,0.0,0.26,0.0,512.16,7414457.18,0.04
6885,7.18,21.0,41433.12,2700.83,9091.42,353.88,353.88,849.61,288.0,697.45,3.08,1.0,16.03,1.04,48.4,0.96,0.98,0.98,275.85,288.0,43.51,0.0,0.3,0.0,707.76,11718539.95,0.04
6886,7.2,21.0,45370.84,2827.48,9017.05,391.65,391.65,870.39,288.0,705.1,3.27,1.0,16.87,1.04,53.53,1.07,0.98,0.98,266.17,288.0,41.8,0.0,0.31,0.0,783.3,13433988.73,0.04
6887,6.2,18.0,40857.94,2636.49,8572.34,354.99,354.99,824.09,288.0,683.73,3.04,1.0,15.58,1.04,48.04,1.0,0.98,0.99,271.08,288.0,43.89,0.0,0.31,0.0,709.98,11280574.36,0.03
6888,4.17,12.0,24412.21,2064.7,7724.81,209.06,209.06,690.04,288.0,628.18,2.23,1.0,11.55,1.03,27.89,0.63,0.98,0.99,309.43,288.0,54.39,0.0,0.27,0.0,418.12,5278283.02,0.03
6889,3.14,9.0,13475.96,1651.05,7267.88,110.37,110.37,608.31,288.0,593.47,1.68,1.0,8.84,1.02,14.53,0.37,0.98,0.99,362.09,288.0,67.13,0.0,0.23,0.0,220.74,2329960.49,0.03
6890,3.13,9.0,9652.6,1484.94,7275.28,72.92,72.92,588.67,288.0,585.37,1.47,1.0,7.93,1.02,10.66,0.26,0.98,0.99,400.46,288.0,73.82,0.0,0.2,0.0,145.84,1501003.94,0.03
6891,4.15,12.0,15360.0,1662.59,7772.94,121.05,121.05,644.47,288.0,608.89,1.74,1.0,9.34,1.02,17.79,0.37,0.98,0.99,370.39,288.0,65.19,0.0,0.21,0.0,242.1,2674268.43,0.03
6892,5.15,15.0,22358.57,1949.59,8304.52,181.97,181.97,705.09,288.0,635.88,2.1,1.0,11.2,1.03,25.99,0.51,0.98,0.99,335.76,288.0,56.78,0.0,0.23,0.0,363.94,4564738.78,0.03
6893,6.16,18.0,30694.85,2306.69,8742.05,256.07,256.07,770.67,288.0,665.3,2.54,1.0,13.4,1.03,35.32,0.7,0.98,0.99,303.41,288.0,49.65,0.0,0.26,0.0,512.14,7414525.55,0.03
6894,7.18,21.0,41433.26,2700.84,9092.11,353.86,353.86,848.59,288.0,697.27,3.08,1.0,16.01,1.04,48.32,0.96,0.98,0.99,275.52,288.0,43.55,0.0,0.3,0.0,707.72,11718622.93,0.03
6895,7.2,21.0,45580.49,2828.79,9018.92,391.7,391.7,875.66,288.0,705.94,3.28,1.0,16.89,1.04,53.44,1.08,0.98,0.99,266.97,288.0,41.8,0.0,0.31,0.0,783.4,13502317.49,0.03
6896,6.2,18.0,41306.33,2639.26,8575.77,355.15,355.15,836.48,288.0,685.74,3.05,1.0,15.65,1.04,47.97,1.01,0.98,0.99,274.26,288.0,43.82,0.0,0.31,0.0,710.3,11416353.4,0.03
6897,4.17,12.0,25099.17,2068.92,7730.01,209.35,209.35,709.54,288.0,631.36,2.25,1.0,11.68,1.03,27.85,0.65,0.98,0.99,315.35,288.0,54.05,0.0,0.27,0.0,418.7,5437905.75,0.03
6898,3.14,9.0,13982.62,1654.14,7272.49,110.61,110.61,622.37,288.0,595.79,1.69,1.0,8.94,1.02,14.5,0.39,0.98,0.99,368.27,288.0,66.64,0.0,0.23,0.0,221.22,2422085.32,0.03
6899,3.13,9.0,9920.52,1486.57,7278.71,73.06,73.06,595.67,288.0,586.52,1.48,1.0,7.97,1.02,10.63,0.27,0.98,0.99,402.48,288.0,73.59,0.0,0.2,0.0,146.12,1544359.55,0.03
6900,4.15,12.0,15389.39,1662.76,7774.85,121.07,121.07,644.38,288.0,608.87,1.74,1.0,9.34,1.02,17.75,0.37,0.98,0.99,370.33,288.0,65.19,0.0,0.21,0.0,242.14,2679659.37,0.03
6901,5.15,15.0,22358.76,1949.61,8305.83,181.98,181.98,704.14,288.0,635.7,2.1,1.0,11.19,1.03,25.94,0.51,0.98,0.99,335.3,288.0,56.81,0.0,0.23,0.0,363.96,4564824.4,0.03
6902,6.16,18.0,30695.06,2306.71,8742.98,256.1,256.1,769.66,288.0,665.11,2.54,1.0,13.38,1.03,35.26,0.7,0.98,0.99,303.02,288.0,49.71,0.0,0.26,0.0,512.2,7414640.57,0.03
6903,7.18,21.0,41433.44,2700.85,9092.8,353.94,353.94,847.57,288.0,697.09,3.08,1.0,15.99,1.04,48.24,0.95,0.98,0.99,275.19,288.0,43.6,0.0,0.3,0.0,707.88,11718717.23,0.03
6904,7.2,21.0,45893.95,2825.17,9017.61,391.6,391.6,883.92,288.0,706.91,3.28,1.0,16.92,1.04,53.53,1.09,0.98,0.99,269.49,288.0,41.78,0.0,0.31,0.0,783.2,13577776.08,0.03
6905,6.2,18.0,41964.36,2632.12,8572.81,354.87,354.87,854.95,288.0,687.95,3.07,1.0,15.74,1.04,48.24,1.03,0.98,0.99,278.49,288.0,43.71,0.0,0.31,0.0,709.74,11566844.77,0.03
6906,4.17,12.0,26101.59,2058.27,7725.6,208.83,208.83,738.19,288.0,634.81,2.28,1.0,11.83,1.03,28.31,0.69,0.98,0.99,323.77,288.0,53.66,0.0,0.27,0.0,417.66,5625976.65,0.03
6907,3.14,9.0,14702.97,1647.2,7270.65,110.29,110.29,642.69,288.0,598.22,1.71,1.0,9.04,1.02,14.81,0.41,0.98,0.99,375.84,288.0,66.17,0.0,0.23,0.0,220.58,2536179.7,0.03
6908,3.13,9.0,10296.32,1483.15,7278.9,72.9,72.9,605.85,288.0,587.71,1.49,1.0,8.03,1.02,10.77,0.28,0.98,0.99,406.61,288.0,73.19,0.0,0.2,0.0,145.8,1599174.02,0.03
6909,4.15,12.0,15420.89,1662.86,7776.73,121.11,121.11,644.38,288.0,608.82,1.74,1.0,9.33,1.02,17.7,0.37,0.98,0.99,370.33,288.0,65.25,0.0,0.21,0.0,242.22,2685305.76,0.03
6910,5.15,15.0,22359.09,1949.61,8307.14,181.98,181.98,703.19,288.0,635.53,2.1,1.0,11.18,1.03,25.88,0.51,0.98,0.99,334.85,288.0,56.85,0.0,0.23,0.0,363.96,4564891.78,0.03
6911,6.16,18.0,30695.42,2306.72,8743.91,256.08,256.08,768.65,288.0,664.93,2.54,1.0,13.37,1.03,35.19,0.7,0.98,0.99,302.62,288.0,49.73,0.0,0.26,0.0,512.16,7414759.67,0.03
6912,7.18,21.0,41433.61,2700.86,9093.49,353.85,353.85,846.56,288.0,696.91,3.08,1.0,15.98,1.04,48.15,0.95,0.98,0.99,274.86,288.0,43.61,0.0,0.3,0.0,707.7,11718808.7,0.03
6913,7.2,21.0,45689.42,2818.46,9013.95,391.08,391.08,879.47,288.0,705.89,3.28,1.0,16.87,1.04,56.7,1.08,0.98,0.99,268.13,288.0,41.84,0.0,0.31,0.0,782.16,13485161.08,0.03
6914,6.2,18.0,41519.62,2618.56,8565.01,353.94,353.94,846.11,288.0,685.97,3.05,1.0,15.64,1.04,54.67,1.02,0.98,0.99,277.41,288.0,43.86,0.0,0.31,0.0,707.88,11385301.02,0.03
6915,4.17,12.0,25416.68,2037.86,7713.87,207.55,207.55,724.95,288.0,631.85,2.25,1.0,11.68,1.03,38.02,0.68,0.98,0.99,322.2,288.0,54.1,0.0,0.26,0.0,415.1,5424026.27,0.03
6916,3.14,9.0,14187.15,1633.38,7263.69,109.42,109.42,631.97,288.0,595.98,1.69,1.0,8.94,1.02,21.29,0.4,0.98,0.99,373.95,288.0,66.66,0.0,0.22,0.0,218.84,2426671.63,0.03
6917,3.13,9.0,10020.66,1476.18,7276.47,72.47,72.47,599.58,288.0,586.45,1.48,1.0,7.97,1.02,13.99,0.28,0.98,0.99,405.12,288.0,73.58,0.0,0.2,0.0,144.94,1549045.81,0.03
6918,4.15,12.0,15385.64,1662.74,7778.47,121.08,121.08,642.5,288.0,608.52,1.74,1.0,9.32,1.02,17.66,0.37,0.98,0.99,369.25,288.0,65.29,0.0,0.21,0.0,242.16,2678974.19,0.03
6919,5.15,15.0,22359.53,1949.63,8308.46,181.98,181.98,702.24,288.0,635.35,2.1,1.0,11.17,1.03,25.82,0.51,0.98,0.99,334.4,288.0,56.88,0.0,0.23,0.0,363.96,4565028.44,0.03
6920,6.16,18.0,30695.96,2306.75,8744.85,256.08,256.08,767.64,288.0,664.74,2.54,1.0,13.36,1.03,35.11,0.7,0.98,0.99,302.22,288.0,49.76,0.0,0.26,0.0,512.16,7414986.55,0.03
6921,7.18,21.0,41433.87,2700.88,9094.19,353.88,353.88,845.55,288.0,696.73,3.08,1.0,15.96,1.04,48.07,0.95,0.98,0.99,274.53,288.0,43.65,0.0,0.3,0.0,707.76,11718969.02,0.03
6922,7.2,21.0,45362.27,2818.07,9014.15,391.1,391.1,869.18,288.0,704.31,3.27,1.0,16.78,1.04,56.35,1.07,0.98,0.99,265.8,288.0,41.97,0.0,0.31,0.0,782.2,13386750.64,0.03
6923,6.2,18.0,40906.6,2617.88,8565.07,353.96,353.96,827.76,288.0,683.15,3.03,1.0,15.51,1.04,54.08,1.0,0.98,0.99,273.19,288.0,44.05,0.0,0.31,0.0,707.92,11214288.83,0.03
6924,4.17,12.0,24518.0,2036.91,7714.01,207.55,207.55,698.51,288.0,627.78,2.23,1.0,11.5,1.03,37.2,0.65,0.98,0.99,313.23,288.0,54.59,0.0,0.26,0.0,415.1,5229805.04,0.03
6925,3.14,9.0,13657.23,1632.96,7264.91,109.45,109.45,616.05,288.0,593.49,1.68,1.0,8.83,1.02,20.74,0.38,0.98,0.99,366.7,288.0,67.21,0.0,0.22,0.0,218.9,2335429.64,0.03
6926,3.13,9.0,9776.53,1476.03,7278.2,72.49,72.49,591.79,288.0,585.21,1.47,1.0,7.91,1.02,13.71,0.27,0.98,0.99,402.58,288.0,73.98,0.0,0.2,0.0,144.98,1511153.36,0.03
6927,4.15,12.0,15427.56,1662.88,7780.38,121.11,121.11,642.8,288.0,608.52,1.74,1.0,9.32,1.02,17.62,0.37,0.98,0.99,369.43,288.0,65.29,0.0,0.21,0.0,242.22,2686499.55,0.03
6928,5.15,15.0,22360.17,1949.65,8309.79,181.99,181.99,701.29,288.0,635.17,2.1,1.0,11.16,1.03,25.77,0.51,0.98,0.99,333.95,288.0,56.91,0.0,0.23,0.0,363.98,4565205.93,0.03
6929,6.16,18.0,30696.78,2306.78,8745.8,256.1,256.1,766.64,288.0,664.56,2.54,1.0,13.34,1.03,35.05,0.7,0.98,0.99,301.83,288.0,49.82,0.0,0.26,0.0,512.2,7415281.07,0.03
6930,7.18,21.0,41434.48,2700.9,9094.89,353.92,353.92,844.55,288.0,696.56,3.08,1.0,15.94,1.04,47.99,0.95,0.98,0.99,274.2,288.0,43.7,0.0,0.3,0.0,707.84,11719228.33,0.03
